OrderID,CurrentClinicName1,CurrentClinicName2,CurrentClinicCity,CurrentClinicState,MedicalDirector,ND_NumIntentRet1,ND_NumIntentRet2,ND_NumIntentRet3,ND_NumIntentRet4,ND_IntentRetLB1,ND_IntentRetLB2,ND_IntentRetLB3,ND_IntentRetLB4,ND_IntentRetSingleLB1,ND_IntentRetSingleLB2,ND_IntentRetSingleLB3,ND_IntentRetSingleLB4,ND_NumRetrieve1,ND_NumRetrieve2,ND_NumRetrieve3,ND_NumRetrieve4,ND_RetrieveLB1,ND_RetrieveLB2,ND_RetrieveLB3,ND_RetrieveLB4,ND_RetrieveSingleLB1,ND_RetrieveSingleLB2,ND_RetrieveSingleLB3,ND_RetrieveSingleLB4,ND_NumTrans1,ND_NumTrans2,ND_NumTrans3,ND_NumTrans4,ND_TransLB1,ND_TransLB2,ND_TransLB3,ND_TransLB4,ND_TransSingleLB1,ND_TransSingleLB2,ND_TransSingleLB3,ND_TransSingleLB4,ND_IntentRetPerLB1,ND_IntentRetPerLB2,ND_IntentRetPerLB3,ND_IntentRetPerLB4,NewND_1IntentRetLB1,NewND_1IntentRetLB2,NewND_1IntentRetLB3,NewND_1IntentRetLB4,NewND_2IntentRetLB1,NewND_2IntentRetLB2,NewND_2IntentRetLB3,NewND_2IntentRetLB4,NewND_AllIntentRetLB1,NewND_AllIntentRetLB2,NewND_AllIntentRetLB3,NewND_AllIntentRetLB4,NewND_IntentRetPerNew1,NewND_IntentRetPerNew2,NewND_IntentRetPerNew3,NewND_IntentRetPerNew4,NewND_TransPerIntentRet1,NewND_TransPerIntentRet2,NewND_TransPerIntentRet3,NewND_TransPerIntentRet4,Donor_NumTrans1,Donor_NumTrans2,Donor_NumTrans3,Donor_NumTrans4,Donor_TransLB1,Donor_TransLB2,Donor_TransLB3,Donor_TransLB4,Donor_TranSingleLB1,Donor_TranSingleLB2,Donor_TranSingleLB3,Donor_TranSingleLB4,TotNumCycles1,TotNumCycles2,TotNumCycles3,TotNumCycles4,TotNumCyclesAll,CycleCancel1,CycleCancel2,CycleCancel3,CycleCancel4,CycleCancelAll,CycleStop1,CycleStop2,CycleStop3,CycleStop4,CycleStopAll,CycleFertPres1,CycleFertPres2,CycleFertPres3,CycleFertPres4,CycleFertPresAll,TransCarrier1,TransCarrier2,TransCarrier3,TransCarrier4,TransCarrierAll,TransFrozEmb1,TransFrozEmb2,TransFrozEmb3,TransFrozEmb4,TransFrozEmbAll,TransICSI1,TransICSI2,TransICSI3,TransICSI4,TransICSIAll,TransPGT1,TransPGT2,TransPGT3,TransPGT4,TransPGTAll,ReasonMale,ReasonEndo,ReasonTubal,ReasonOvul,ReasonUterine,ReasonPGT,ReasonCarrier,ReasonDOR,ReasonBank,ReasonPregLoss,ReasonOtherInfert,ReasonNonInfert,ReasonUnexplained,DonorEggService,DonatedEmbryoService,EmbryoCryoService,EggCryoService,GestCarrierService,SARTmember,LabAccred,NumResearch,CurrentStateAbbrev
11,ARIZONA ASSOCIATES FOR REPRODUCTIVE HEALTH,ACFS FERTILITY,SCOTTSDALE,ARIZONA,"Ketan S. Patel, MD",88,46,52,16,48.9%,34.8%,13.5%,* / 16,47.7%,34.8%,13.5%,* / 16,84,43,43,14,51.2%,37.2%,16.3%,* / 14,50.0%,37.2%,16.3%,* / 14,64,29,18,*,67.2%,55.2%,7 / 18,* / *,65.6%,55.2%,7 / 18,* / *,2.0,2.9,7.4,8.0,48.1%,38.1%,8.0%,0 / 10,63.0%,47.6%,16.0%,0 / 10,64.8%,47.6%,16.0%,0 / 10,1.4,1.3,1.5,1.2,0.8,0.8,0.4,0.1,0,*,7,*,,* / *,* / 7,0 / *,,* / *,* / 7,0 / *,124,87,62,39,312,3.0%,3.6%,6.7%,8.7%,4.6%,14.8%,14.1%,6.7%,27.0%,14.5%,7.3%,18.4%,11.3%,5.1%,10.9%,1.8%,0.0%,2.9%,* / 18,2.9%,96.5%,100.0%,91.2%,15 / 18,94.2%,87.7%,100.0%,91.2%,11 / 18,87.8%,66.7%,80.0%,79.4%,10 / 18,71.2%,49%,4%,14%,4%,3%,79%,0%,37%,43%,3%,80%,2%,4%,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0,AZ
12,ARIZONA CENTER FOR FERTILITY STUDIES,(ACFS),SCOTTSDALE,ARIZONA,"Shane T. Lipskind, MD",40,37,17,28,35.0%,32.4%,* / 17,3.6%,35.0%,32.4%,* / 17,3.6%,38,37,17,26,36.8%,32.4%,* / 17,3.8%,36.8%,32.4%,* / 17,3.8%,21,17,5,*,66.7%,12 / 17,* / 5,* / *,66.7%,12 / 17,* / 5,* / *,2.9,3.1,5.7,28.0,55.0%,31.8%,* / 8,* / 14,55.0%,50.0%,* / 8,* / 14,60.0%,50.0%,* / 8,* / 14,1.3,1.4,1.4,1.7,0.5,0.5,0.2,0.0,0,0,12,*,,,10 / 12,* / *,,,10 / 12,* / *,118,88,58,80,344,2.7%,0.0%,0.0%,3.2%,1.7%,1.7%,3.4%,10.3%,16.7%,7.1%,18.6%,2.3%,10.3%,10.0%,11.0%,0.0%,3.2%,* / 18,* / 17,4.6%,100.0%,100.0%,18 / 18,17 / 17,100.0%,97.7%,93.5%,17 / 18,16 / 17,95.4%,93.0%,87.1%,17 / 18,16 / 17,91.7%,7%,4%,4%,11%,5%,82%,1%,23%,68%,1%,1%,1%,1%,Yes,Yes,Yes,Yes,Yes,No,Yes,0,AZ
13,BLOOM REPRODUCTIVE INSTITUTE,,SCOTTSDALE,ARIZONA,"Millie A. Behera, MD",86,61,66,55,48.8%,39.3%,28.8%,5.5%,44.2%,37.7%,27.3%,5.5%,83,60,57,46,50.6%,40.0%,33.3%,6.5%,45.8%,38.3%,31.6%,6.5%,74,44,36,11,56.8%,54.5%,52.8%,* / 11,51.4%,52.3%,50.0%,* / 11,2.0,2.5,3.5,18.3,63.2%,45.9%,40.7%,5.0%,71.9%,51.4%,51.9%,5.0%,71.9%,51.4%,51.9%,5.0%,1.2,1.2,1.3,1.6,1.0,0.7,0.7,0.2,0,*,32,*,,0 / *,40.6%,0 / *,,0 / *,37.5%,0 / *,231,120,125,116,592,4.3%,1.6%,4.3%,10.7%,5.2%,4.9%,4.2%,6.6%,21.3%,8.2%,3.5%,6.7%,8.0%,0.9%,4.6%,1.1%,0.0%,0.0%,4.7%,1.2%,94.6%,96.4%,92.9%,90.7%,93.9%,83.7%,85.5%,82.1%,55.8%,78.9%,84.8%,87.3%,85.7%,83.7%,85.4%,19%,15%,7%,33%,3%,6%,1%,47%,54%,7%,14%,3%,2%,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0,AZ
14,IVF PHOENIX,,SCOTTSDALE,ARIZONA,"John L. Couvaras, MD",53,28,41,16,22.6%,28.6%,12.2%,* / 16,20.8%,28.6%,12.2%,* / 16,50,27,36,14,24.0%,29.6%,13.9%,* / 14,22.0%,29.6%,13.9%,* / 14,35,19,18,*,34.3%,8 / 19,5 / 18,* / *,31.4%,8 / 19,5 / 18,* / *,4.4,3.5,8.2,8.0,31.0%,* / 16,3.8%,* / 11,31.0%,5 / 16,7.7%,* / 11,31.0%,5 / 16,11.5%,* / 11,1.1,1.3,1.3,1.1,0.9,0.5,0.4,0.2,0,0,10,*,,,* / 10,0 / *,,,* / 10,0 / *,79,49,46,46,220,5.0%,3.6%,19.0%,17.9%,10.3%,2.6%,2.1%,0.0%,26.8%,6.7%,0.0%,4.1%,0.0%,0.0%,0.9%,5.1%,4.8%,4.0%,* / 18,7.8%,100.0%,100.0%,100.0%,18 / 18,100.0%,66.7%,85.7%,64.0%,15 / 18,72.8%,82.1%,90.5%,72.0%,15 / 18,81.6%,29%,<1%,1%,<1%,<1%,2%,2%,15%,42%,15%,10%,7%,29%,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0,AZ
15,"FERTILITY TREATMENT CENTER, PC",,TEMPE,ARIZONA,"H. Randall Craig, MD",83,39,83,64,41.0%,33.3%,10.8%,10.9%,24.1%,25.6%,9.6%,7.8%,69,32,56,40,49.3%,40.6%,16.1%,17.5%,29.0%,31.3%,14.3%,12.5%,72,41,35,29,47.2%,31.7%,25.7%,24.1%,27.8%,24.4%,22.9%,17.2%,2.4,3.0,9.2,9.1,45.1%,38.1%,20.7%,* / 13,51.0%,47.6%,24.1%,* / 13,54.9%,47.6%,24.1%,* / 13,1.3,1.2,1.5,1.2,0.8,1.3,0.5,0.6,0,0,17,15,,,7 / 17,6 / 15,,,6 / 17,6 / 15,188,75,142,143,548,10.3%,18.5%,33.3%,31.6%,25.1%,5.0%,2.9%,12.3%,17.0%,9.2%,0.5%,2.7%,2.1%,0.0%,1.1%,1.9%,2.1%,1.6%,3.6%,2.2%,97.2%,100.0%,91.9%,85.5%,94.1%,85.0%,76.6%,79.0%,81.8%,81.5%,15.0%,25.5%,16.1%,10.9%,16.2%,16%,<1%,4%,15%,1%,4%,1%,30%,33%,2%,9%,1%,33%,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0,AZ
16,ARIZONA CENTER FOR REPRODUCTIVE ENDOCRINOLOGY AND INFERTILITY,,TUCSON,ARIZONA,"Timothy J. Gelety, MD",63,20,24,22,60.3%,50.0%,20.8%,13.6%,47.6%,35.0%,20.8%,9.1%,63,20,23,20,60.3%,50.0%,21.7%,15.0%,47.6%,35.0%,21.7%,10.0%,88,25,29,21,43.2%,40.0%,17.2%,14.3%,34.1%,28.0%,17.2%,9.5%,1.7,2.0,4.8,7.3,58.2%,8 / 15,* / 13,* / 14,63.6%,8 / 15,* / 13,* / 14,63.6%,8 / 15,* / 13,* / 14,1.1,1.1,1.2,1.4,1.4,1.2,1.3,0.9,0,0,18,*,,,6 / 18,* / *,,,* / 18,* / *,111,44,48,35,238,0.0%,0.0%,0.0%,* / 13,0.8%,13.5%,4.5%,10.4%,11.8%,11.0%,0.0%,2.3%,12.5%,2.9%,3.4%,0.0%,0.0%,0.0%,0.0%,0.0%,62.6%,55.6%,52.8%,88.0%,62.8%,28.6%,30.6%,38.9%,52.0%,34.0%,2.2%,2.8%,0.0%,0.0%,1.6%,28%,6%,24%,12%,1%,4%,0%,16%,10%,3%,16%,7%,2%,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0,AZ
17,ARIZONA REPRODUCTIVE INSTITUTE,,TUCSON,ARIZONA,"Mark D. Johnson, MD",68,41,32,12,42.6%,24.4%,15.6%,* / 12,36.8%,22.0%,15.6%,* / 12,64,39,26,12,45.3%,25.6%,19.2%,* / 12,39.1%,23.1%,19.2%,* / 12,76,28,18,5,38.2%,35.7%,5 / 18,* / 5,32.9%,32.1%,5 / 18,* / 5,2.3,4.1,6.4,12.0,44.2%,26.9%,* / 11,* / 6,44.2%,26.9%,* / 11,* / 6,46.2%,26.9%,* / 11,* / 6,1.1,1.1,1.1,1.3,1.2,0.7,0.7,0.3,0,*,*,0,,* / *,* / *,,,* / *,* / *,,78,40,35,13,166,6.5%,* / 15,* / 13,0 / *,6.3%,10.5%,15.4%,23.5%,* / 13,16.0%,1.3%,2.5%,0.0%,0 / 13,1.2%,0.0%,0.0%,0 / 17,0 / 8,0.0%,97.7%,100.0%,17 / 17,8 / 8,98.9%,95.3%,100.0%,15 / 17,5 / 8,92.1%,60.5%,61.9%,12 / 17,5 / 8,62.9%,27%,5%,14%,14%,5%,6%,0%,14%,30%,7%,11%,2%,20%,No,Yes,Yes,Yes,Yes,Yes,Yes,0,AZ
18,REPRODUCTIVE HEALTH CENTER,,TUCSON,ARIZONA,"Scot M. Hutchison, MD",38,35,18,22,52.6%,28.6%,* / 18,4.5%,52.6%,28.6%,* / 18,4.5%,37,35,16,18,54.1%,28.6%,* / 16,* / 18,54.1%,28.6%,* / 16,* / 18,48,25,8,*,41.7%,40.0%,* / 8,* / *,41.7%,40.0%,* / 8,* / *,1.9,3.5,4.5,22.0,57.7%,7 / 18,* / 8,0 / 5,61.5%,7 / 18,* / 8,* / 5,61.5%,7 / 18,* / 8,* / 5,1.1,1.1,1.8,1.4,1.2,0.8,0.4,0.1,*,*,8,8,0 / *,* / *,0 / 8,* / 8,0 / *,* / *,0 / 8,* / 8,160,72,63,47,342,5.7%,19.4%,5.9%,19.2%,10.6%,47.4%,47.0%,63.9%,64.3%,52.6%,3.1%,4.2%,1.6%,4.3%,3.2%,0.0%,0.0%,0.0%,0 / 13,0.0%,100.0%,100.0%,100.0%,10 / 13,97.9%,98.7%,93.8%,95.2%,11 / 13,95.8%,94.8%,93.8%,95.2%,10 / 13,93.0%,18%,5%,19%,11%,6%,3%,<1%,11%,4%,4%,15%,1%,21%,Yes,No,Yes,Yes,Yes,No,Yes,0,AZ
19,ARKANSAS FERTILITY CENTER,,LITTLE ROCK,ARKANSAS,"Dean M. Moutos, MD",109,35,28,6,45.0%,34.3%,17.9%,* / 6,36.7%,28.6%,14.3%,* / 6,97,33,27,5,50.5%,36.4%,18.5%,* / 5,41.2%,30.3%,14.8%,* / 5,131,51,28,*,37.4%,23.5%,17.9%,* / *,30.5%,19.6%,14.3%,* / *,2.2,2.9,5.6,6.0,40.3%,24.0%,* / 14,* / *,52.8%,32.0%,* / 14,* / *,52.8%,36.0%,* / 14,* / *,1.2,1.2,1.4,1.0,1.2,1.5,1.1,0.5,6,0,9,*,* / 6,,* / 9,0 / *,* / 6,,* / 9,0 / *,204,67,49,15,335,9.1%,7.9%,23.3%,* / 11,11.2%,11.8%,17.2%,7.1%,0 / 14,11.7%,1.5%,0.0%,2.0%,0 / 15,1.2%,0.6%,0.0%,0.0%,0 / 12,0.4%,61.3%,60.0%,52.9%,* / 12,58.6%,77.5%,84.4%,82.4%,10 / 12,79.7%,2.5%,11.1%,5.9%,0 / 12,4.4%,22%,11%,14%,12%,2%,4%,<1%,26%,8%,4%,4%,0%,22%,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0,AR
20,LIFESTART FERTILITY CENTER,,AGOURA HILLS,CALIFORNIA,"Anita P. Singh, MD",*,5,5,*,* / *,* / 5,* / 5,0 / *,* / *,* / 5,* / 5,0 / *,*,*,*,*,* / *,* / *,* / *,0 / *,* / *,* / *,* / *,0 / *,*,*,*,0,* / *,* / *,* / *,,* / *,* / *,* / *,,1.0,2.5,5.0,,* / *,0 / *,0 / *,0 / *,* / *,* / *,* / *,0 / *,* / *,* / *,* / *,0 / *,1.0,1.3,1.7,1.0,1.0,0.3,0.2,0.0,0,0,*,0,,,0 / *,,,,0 / *,,*,10,11,9,34,0 / *,* / 5,0 / 6,0 / *,* / 18,0 / *,0 / 9,* / 11,* / 9,9.1%,* / *,* / 10,0 / 11,0 / 9,5.9%,0 / *,0 / 5,0 / 5,0 / 6,0 / 18,* / *,5 / 5,5 / 5,5 / 6,16 / 18,* / *,* / 5,* / 5,* / 6,11 / 18,* / *,* / 5,* / 5,* / 6,9 / 18,50%,6%,12%,3%,0%,3%,0%,44%,35%,9%,6%,0%,9%,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0,CA
21,ALTA BATES IN VITRO FERTILIZATION PROGRAM,,BERKELEY,CALIFORNIA,"Ryszard J. Chetkowski, MD",5,7,5,*,* / 5,* / 7,* / 5,* / *,* / 5,* / 7,* / 5,* / *,5,7,5,*,* / 5,* / 7,* / 5,* / *,* / 5,* / 7,* / 5,* / *,7,5,*,*,* / 7,* / 5,* / *,* / *,* / 7,* / 5,* / *,* / *,1.7,2.3,1.7,4.0,* / 5,* / 6,* / *,,* / 5,* / 6,* / *,,* / 5,* / 6,* / *,,1.0,1.2,1.0,,1.4,0.7,1.0,,*,0,8,*,* / *,,6 / 8,* / *,0 / *,,5 / 8,* / *,22,16,19,19,76,0 / 9,0 / 6,* / 7,0 / 8,6.7%,4.5%,* / 16,* / 17,* / 19,14.9%,4.5%,0 / 16,* / 19,0 / 19,2.6%,0 / 14,* / 10,* / 11,5 / 14,20.4%,13 / 14,10 / 10,10 / 11,10 / 14,87.8%,14 / 14,8 / 10,5 / 11,9 / 14,73.5%,10 / 14,9 / 10,7 / 11,5 / 14,63.3%,26%,0%,1%,13%,1%,14%,11%,22%,18%,5%,26%,3%,4%,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0,CA
22,CENTER FOR REPRODUCTIVE HEALTH & GYNECOLOGY,(CRH&G),BEVERLY HILLS,CALIFORNIA,"Sam Najmabadi, MD",11,12,25,21,7 / 11,6 / 12,36.0%,14.3%,6 / 11,6 / 12,32.0%,14.3%,11,12,25,17,7 / 11,6 / 12,36.0%,* / 17,6 / 11,6 / 12,32.0%,* / 17,10,9,15,6,7 / 10,6 / 9,9 / 15,* / 6,6 / 10,6 / 9,8 / 15,* / 6,1.6,2.0,2.8,7.0,5 / 7,* / 9,6 / 14,* / 15,5 / 7,5 / 9,7 / 14,* / 15,5 / 7,5 / 9,8 / 14,* / 15,1.1,1.1,1.4,1.1,1.0,0.7,0.6,0.3,*,0,*,*,* / *,,* / *,* / *,* / *,,* / *,* / *,17,23,18,34,92,* / 14,0 / 16,* / 13,11.5%,10.1%,0 / 16,8.7%,* / 15,6.5%,7.1%,7 / 17,47.8%,5 / 18,35.3%,38.0%,0 / *,0 / 8,0 / 7,* / 12,3.2%,* / *,6 / 8,* / 7,7 / 12,64.5%,* / *,7 / 8,5 / 7,9 / 12,77.4%,0 / *,* / 8,0 / 7,* / 12,6.5%,22%,0%,3%,4%,0%,15%,0%,48%,59%,3%,27%,0%,1%,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0,CA
23,SOUTHERN CALIFORNIA REPRODUCTIVE CENTER,,BEVERLY HILLS,CALIFORNIA,"Mark W. Surrey, MD",222,206,226,237,26.1%,21.8%,14.2%,3.4%,23.4%,19.4%,13.3%,3.4%,210,190,202,198,27.6%,23.7%,15.8%,4.0%,24.8%,21.1%,14.9%,4.0%,134,92,71,17,43.3%,48.9%,45.1%,8 / 17,38.8%,43.5%,42.3%,8 / 17,3.8,4.6,7.1,29.6,24.2%,19.1%,14.7%,3.1%,29.2%,21.4%,19.0%,4.1%,31.1%,22.1%,20.7%,4.1%,1.2,1.2,1.4,1.3,0.6,0.4,0.3,0.1,0,*,55,18,,0 / *,49.1%,9 / 18,,0 / *,41.8%,9 / 18,521,497,409,487,"1,914",3.4%,4.0%,7.4%,12.8%,6.7%,4.5%,8.3%,9.0%,16.8%,9.5%,28.4%,28.2%,26.4%,18.3%,25.3%,13.7%,11.3%,12.2%,25.0%,15.8%,100.0%,99.3%,97.4%,97.4%,98.6%,81.0%,82.1%,68.7%,57.2%,72.5%,98.0%,95.4%,93.9%,89.5%,94.2%,2%,<1%,<1%,2%,1%,<1%,1%,4%,61%,1%,37%,1%,6%,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0,CA
24,FERTILITY CARE OF ORANGE COUNTY,,BREA,CALIFORNIA,"Changnin T. Lee, MD",24,28,31,17,58.3%,46.4%,38.7%,* / 17,58.3%,42.9%,38.7%,* / 17,20,25,23,12,70.0%,52.0%,52.2%,* / 12,70.0%,48.0%,52.2%,* / 12,31,23,18,*,45.2%,56.5%,12 / 18,* / *,45.2%,52.2%,12 / 18,* / *,1.7,2.2,2.6,5.7,10 / 17,55.0%,* / 14,0 / 8,10 / 17,60.0%,7 / 14,* / 8,11 / 17,65.0%,9 / 14,* / 8,1.1,1.3,1.7,1.4,1.2,0.8,0.6,0.2,0,0,7,*,,,* / 7,* / *,,,* / 7,* / *,55,60,72,75,262,17.4%,36.0%,18.6%,47.7%,31.1%,7.8%,3.9%,6.3%,14.8%,8.2%,0.0%,3.3%,1.4%,0.0%,1.1%,0.0%,6.1%,0.0%,7.7%,3.4%,100.0%,100.0%,100.0%,100.0%,100.0%,96.7%,100.0%,96.4%,100.0%,98.3%,93.3%,97.0%,89.3%,100.0%,94.9%,17%,3%,18%,8%,2%,92%,1%,36%,95%,9%,2%,6%,21%,Yes,Yes,Yes,Yes,Yes,No,Yes,0,CA
25,CENTRAL CALIFORNIA IVF PROGRAM,WOMEN'S SPECIALTY AND FERTILITY CENTER,CLOVIS,CALIFORNIA,"Carlos Sueldo, MD",89,31,36,25,44.9%,32.3%,25.0%,8.0%,34.8%,22.6%,19.4%,8.0%,84,25,26,14,47.6%,40.0%,34.6%,* / 14,36.9%,28.0%,26.9%,* / 14,99,36,27,10,40.4%,27.8%,33.3%,* / 10,31.3%,19.4%,25.9%,* / 10,2.2,3.1,4.0,12.5,52.2%,42.9%,6 / 18,* / 16,52.2%,42.9%,7 / 18,* / 16,52.2%,42.9%,7 / 18,* / 16,1.0,1.1,1.2,1.3,1.2,1.3,0.7,0.4,*,0,11,0,* / *,,* / 11,,* / *,,* / 11,,159,85,61,30,335,5.2%,16.3%,9.8%,* / 19,10.6%,15.5%,10.3%,12.3%,26.9%,14.6%,1.9%,3.5%,3.3%,0.0%,2.4%,0.9%,0.0%,5.0%,0 / 18,1.3%,61.7%,59.0%,50.0%,9 / 18,58.1%,97.4%,95.1%,92.5%,14 / 18,94.4%,8.7%,14.8%,12.5%,* / 18,11.1%,31%,4%,13%,15%,2%,6%,0%,33%,13%,2%,8%,3%,8%,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0,CA
26,AMERICAN FERTILITY MEDICAL CENTER DIAMOND LAB,,DIAMOND BAR,CALIFORNIA,"Vuk Jovanovic, MD",0,0,0,0,,,,,,,,,0,0,0,0,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,*,0,,,* / *,,,,* / *,,5,11,*,18,37,0 / *,0 / 5,,* / 14,4.3%,* / 5,* / 11,0 / *,* / 17,19.4%,0 / 5,0 / 11,0 / *,0 / 18,0.0%,0 / *,* / 6,* / *,* / 6,6 / 17,* / *,6 / 6,* / *,* / 6,14 / 17,* / *,6 / 6,* / *,6 / 6,17 / 17,* / *,5 / 6,* / *,* / 6,11 / 17,38%,0%,11%,0%,0%,3%,8%,54%,81%,14%,0%,5%,11%,Yes,Yes,Yes,Yes,Yes,No,Pending,0,CA
27,CALIFORNIA CENTER FOR REPRODUCTIVE MEDICINE,,ENCINITAS,CALIFORNIA,"Lori L. Arnold, MD",11,*,6,10,5 / 11,* / *,* / 6,* / 10,* / 11,* / *,* / 6,* / 10,11,*,6,9,5 / 11,* / *,* / 6,* / 9,* / 11,* / *,* / 6,* / 9,15,*,*,*,5 / 15,* / *,* / *,* / *,* / 15,* / *,* / *,* / *,2.2,4.0,6.0,10.0,* / 7,* / *,* / *,0 / 6,* / 7,* / *,* / *,0 / 6,* / 7,* / *,* / *,0 / 6,1.1,1.3,1.0,1.2,1.3,0.5,1.0,0.3,0,0,23,0,,,52.2%,,,,43.5%,,17,16,12,46,91,0 / 8,0 / 8,0 / 6,0.0%,0.0%,0 / 17,* / 16,* / 12,10.9%,13.2%,0 / 17,0 / 16,0 / 12,0.0%,0.0%,* / 10,5 / 8,* / 6,79.2%,64.6%,9 / 10,8 / 8,6 / 6,100.0%,97.9%,10 / 10,8 / 8,6 / 6,83.3%,91.7%,8 / 10,6 / 8,6 / 6,95.8%,89.6%,12%,1%,0%,2%,4%,4%,22%,35%,41%,9%,15%,2%,14%,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0,CA
28,LOS ANGELES REPRODUCTIVE CENTER (LARC),,ENCINO,CALIFORNIA,"Nurit Winkler, MD",51,40,35,49,54.9%,30.0%,17.1%,6.1%,51.0%,30.0%,17.1%,6.1%,50,37,35,40,56.0%,32.4%,17.1%,7.5%,52.0%,32.4%,17.1%,7.5%,51,18,14,8,54.9%,12 / 18,6 / 14,* / 8,51.0%,12 / 18,6 / 14,* / 8,1.8,3.3,5.8,16.3,58.3%,22.7%,25.0%,4.8%,61.1%,31.8%,25.0%,4.8%,61.1%,36.4%,25.0%,9.5%,1.1,1.5,1.2,1.4,1.0,0.4,0.4,0.2,0,0,37,0,,,70.3%,,,,67.6%,,137,114,129,114,494,2.8%,0.0%,4.3%,8.1%,4.0%,8.9%,12.3%,13.5%,11.1%,11.4%,5.1%,9.6%,4.7%,5.3%,6.1%,20.0%,22.2%,13.0%,34.3%,21.5%,95.0%,100.0%,100.0%,100.0%,98.4%,88.3%,95.6%,84.8%,74.3%,86.6%,35.0%,48.9%,52.2%,37.1%,43.0%,29%,7%,4%,8%,10%,4%,9%,37%,51%,5%,6%,12%,12%,Yes,No,Yes,Yes,Yes,Yes,Yes,0,CA
29,WESTERN FERTILITY INSTITUTE,,ENCINO,CALIFORNIA,"Ashim V. Kumar, MD",64,60,37,79,60.9%,35.0%,18.9%,6.3%,54.7%,35.0%,16.2%,6.3%,61,52,28,35,63.9%,40.4%,25.0%,14.3%,57.4%,40.4%,21.4%,14.3%,63,34,10,8,61.9%,61.8%,7 / 10,5 / 8,55.6%,61.8%,6 / 10,5 / 8,1.6,2.9,5.3,15.8,64.4%,34.2%,* / 18,4.9%,66.7%,36.8%,* / 18,4.9%,66.7%,36.8%,* / 18,7.3%,1.0,1.2,1.2,1.3,1.0,0.5,0.3,0.1,0,0,132,*,,,70.5%,* / *,,,59.1%,* / *,186,116,106,177,585,2.2%,5.0%,6.8%,6.0%,4.7%,4.9%,15.0%,6.9%,17.3%,11.0%,31.7%,29.3%,29.2%,6.8%,23.2%,39.8%,45.7%,53.3%,79.2%,56.7%,100.0%,100.0%,100.0%,100.0%,100.0%,34.1%,32.6%,35.6%,27.1%,31.6%,98.9%,100.0%,100.0%,100.0%,99.6%,8%,4%,4%,15%,2%,4%,17%,14%,21%,11%,2%,14%,10%,Yes,Yes,Yes,Yes,Yes,No,Yes,0,CA
30,ZOUVES FERTILITY CENTER,,FOSTER CITY,CALIFORNIA,"Christo G. Zouves, MD",69,69,86,73,27.5%,33.3%,9.3%,6.8%,27.5%,31.9%,9.3%,6.8%,68,66,85,65,27.9%,34.8%,9.4%,7.7%,27.9%,33.3%,9.4%,7.7%,47,45,27,15,40.4%,51.1%,29.6%,5 / 15,40.4%,48.9%,29.6%,5 / 15,3.6,3.0,10.8,14.6,37.8%,34.4%,9.5%,4.5%,40.5%,37.5%,14.3%,4.5%,45.9%,43.8%,19.0%,13.6%,1.4,1.3,2.0,1.6,0.7,0.6,0.3,0.3,0,0,47,0,,,46.8%,,,,44.7%,,76,113,108,145,442,2.3%,1.5%,0.0%,12.3%,4.7%,4.0%,10.7%,21.3%,30.9%,18.6%,22.4%,11.5%,2.8%,4.1%,8.8%,3.1%,15.2%,22.2%,31.9%,20.9%,100.0%,100.0%,100.0%,100.0%,100.0%,93.8%,97.8%,83.3%,71.0%,84.1%,100.0%,100.0%,100.0%,100.0%,100.0%,17%,12%,5%,19%,2%,1%,2%,30%,52%,3%,16%,9%,7%,No,No,Yes,Yes,Yes,Yes,Yes,0,CA
